cliente_id,dias_mora,monto_vencido,tramo_mora,prob_pago,ultima_gestion
7756,162,34381.42,90+ dias,0.05,SMS
4563,48,4688.02,31-60 dias,0.63,Email
3258,48,740.47,31-60 dias,0.63,Sin gestion
6719,152,14764.16,90+ dias,0.05,SMS
4494,65,923.7,61-90 dias,0.52,Sin gestion
3280,138,8127.25,90+ dias,0.05,Sin gestion
2426,15,3959.41,1-30 dias,0.85,Sin gestion
6680,133,15254.88,90+ dias,0.06,Llamada
7771,174,42638.22,90+ dias,0.05,Acuerdo
4142,46,22338.72,31-60 dias,0.64,SMS
4397,78,7094.43,61-90 dias,0.43,Email
4107,109,14031.45,90+ dias,0.22,Visita
5166,10,592.13,1-30 dias,0.88,Acuerdo
1088,23,11479.56,1-30 dias,0.8,SMS
4414,136,7527.37,90+ dias,0.05,Visita
2777,103,4324.43,90+ dias,0.26,Visita
3509,82,17984.55,61-90 dias,0.4,Llamada
157,37,3447.35,31-60 dias,0.7,Visita
3791,150,10415.05,90+ dias,0.05,Visita
7437,119,703.68,90+ dias,0.16,Acuerdo
1790,91,17303.49,90+ dias,0.34,Email
3209,152,21527.14,90+ dias,0.05,Sin gestion
6685,139,30240.71,90+ dias,0.05,SMS
2543,70,10711.16,61-90 dias,0.48,SMS
1929,159,10052.39,90+ dias,0.05,Visita
455,165,17989.12,90+ dias,0.05,Email
4466,169,672.7,90+ dias,0.05,Email
7077,45,7079.96,31-60 dias,0.65,Visita
603,65,12200.71,61-90 dias,0.52,Acuerdo
4571,35,18761.51,31-60 dias,0.72,Visita
1014,115,1576.6,90+ dias,0.18,Visita
1979,6,5169.88,1-30 dias,0.91,Email
331,86,17634.17,61-90 dias,0.38,Llamada
7684,16,39336.94,1-30 dias,0.84,Llamada
5676,87,9935.37,61-90 dias,0.37,Llamada
4338,171,27559.12,90+ dias,0.05,Acuerdo
3056,140,15217.47,90+ dias,0.05,Llamada
5095,117,21981.18,90+ dias,0.17,Llamada
6067,85,2908.11,61-90 dias,0.38,SMS
5832,35,9245.25,31-60 dias,0.72,Acuerdo
3361,4,6100.02,1-30 dias,0.92,Email
7367,179,2450.08,90+ dias,0.05,Email
4675,86,3347.57,61-90 dias,0.38,Acuerdo
28,63,39424.27,61-90 dias,0.53,Email
2864,100,11985.42,90+ dias,0.28,Email
7478,31,13065.74,31-60 dias,0.74,Sin gestion
3094,123,3083.13,90+ dias,0.13,Visita
312,115,6656.94,90+ dias,0.18,Acuerdo
6791,27,22040.27,1-30 dias,0.77,Sin gestion
2868,140,18053.86,90+ dias,0.05,Llamada
5383,115,10857.68,90+ dias,0.18,Sin gestion
7957,65,30949.73,61-90 dias,0.52,Llamada
7672,94,7026.85,90+ dias,0.32,SMS
2225,117,34809.44,90+ dias,0.17,Llamada
4430,67,20659.94,61-90 dias,0.5,Visita
1537,62,11754.9,61-90 dias,0.54,SMS
2997,31,7465.84,31-60 dias,0.74,Sin gestion
3839,127,31286.52,90+ dias,0.1,Llamada
342,111,9047.66,90+ dias,0.21,SMS
3501,167,15472.91,90+ dias,0.05,Sin gestion
6182,32,3209.85,31-60 dias,0.74,Sin gestion
6152,175,36638.32,90+ dias,0.05,Visita
592,163,38632.42,90+ dias,0.05,Visita
4817,40,19185.81,31-60 dias,0.68,Visita
5600,163,903.95,90+ dias,0.05,SMS
542,180,6621.47,90+ dias,0.05,Acuerdo
1064,148,8417.2,90+ dias,0.05,Sin gestion
1747,19,7281.43,1-30 dias,0.82,Visita
4393,4,8069.79,1-30 dias,0.92,Acuerdo
205,164,56470.23,90+ dias,0.05,Sin gestion
1854,173,17494.76,90+ dias,0.05,Email
3037,166,2054.63,90+ dias,0.05,Acuerdo
5157,153,12295.55,90+ dias,0.05,SMS
782,29,24532.7,1-30 dias,0.76,Acuerdo
6303,111,40074.38,90+ dias,0.21,Email
5816,134,2129.4,90+ dias,0.06,Acuerdo
4177,43,12859.87,31-60 dias,0.66,Llamada
7887,8,49485.48,1-30 dias,0.9,Acuerdo
3666,61,3161.97,61-90 dias,0.54,SMS
2951,71,10723.03,61-90 dias,0.48,Acuerdo
5483,66,846.49,61-90 dias,0.51,Acuerdo
237,97,4945.78,90+ dias,0.3,Acuerdo
3056,122,5550.35,90+ dias,0.14,Llamada
1567,180,6562.9,90+ dias,0.05,Sin gestion
6386,50,2479.88,31-60 dias,0.62,Visita
7633,119,6699.43,90+ dias,0.16,SMS
672,171,6534.35,90+ dias,0.05,Email
7904,8,10032.48,1-30 dias,0.9,Email
3291,30,11862.58,1-30 dias,0.75,Acuerdo
760,175,14619.36,90+ dias,0.05,Visita
46,95,577.85,90+ dias,0.32,SMS
560,13,14575.75,1-30 dias,0.86,Acuerdo
5988,131,2029.81,90+ dias,0.08,Sin gestion
1564,52,1334.86,31-60 dias,0.6,Visita
5657,123,18038.29,90+ dias,0.13,SMS
5716,137,9534.49,90+ dias,0.05,Acuerdo
6297,137,3231.08,90+ dias,0.05,Llamada
7254,67,6881.11,61-90 dias,0.5,Acuerdo
4993,130,5500.14,90+ dias,0.08,Sin gestion
1158,164,8690.78,90+ dias,0.05,SMS
4192,145,25624.84,90+ dias,0.05,SMS
1776,135,3716.07,90+ dias,0.05,Llamada
4457,150,8095.72,90+ dias,0.05,Acuerdo
5765,10,5634.85,1-30 dias,0.88,Sin gestion
3213,135,791.1,90+ dias,0.05,Acuerdo
2308,155,2735.32,90+ dias,0.05,SMS
2873,152,15297.66,90+ dias,0.05,SMS
4275,106,27105.34,90+ dias,0.24,Sin gestion
3185,104,14757.96,90+ dias,0.26,Acuerdo
1337,146,9428.34,90+ dias,0.05,Email
1530,77,11666.21,61-90 dias,0.44,Email
2934,9,8237.96,1-30 dias,0.89,Sin gestion
2295,176,5795.17,90+ dias,0.05,Email
7196,142,13877.01,90+ dias,0.05,Acuerdo
4293,123,4259.83,90+ dias,0.13,Sin gestion
5336,152,12411.02,90+ dias,0.05,Acuerdo
7994,174,36192.17,90+ dias,0.05,Acuerdo
1620,66,20117.22,61-90 dias,0.51,SMS
2562,179,18840.09,90+ dias,0.05,Llamada
5050,49,41820.12,31-60 dias,0.62,Visita
7210,98,19569.73,90+ dias,0.3,Sin gestion
5991,67,8261.89,61-90 dias,0.5,Email
4675,93,31661.46,90+ dias,0.33,SMS
7119,30,4333.72,1-30 dias,0.75,Acuerdo
5570,119,527.68,90+ dias,0.16,Llamada
2986,133,4643.71,90+ dias,0.06,Visita
2209,58,45283.86,31-60 dias,0.56,Acuerdo
4705,3,3315.63,1-30 dias,0.93,Acuerdo
338,62,7398.82,61-90 dias,0.54,SMS
1764,116,1495.71,90+ dias,0.18,Sin gestion
7158,128,4168.67,90+ dias,0.1,Llamada
4264,118,2770.7,90+ dias,0.16,Sin gestion
1228,100,33585.22,90+ dias,0.28,Email
757,141,14371.34,90+ dias,0.05,Visita
3216,68,5073.12,61-90 dias,0.5,Visita
905,9,35538.18,1-30 dias,0.89,Acuerdo
3679,179,33919.62,90+ dias,0.05,Acuerdo
1567,110,49950.55,90+ dias,0.22,SMS
2497,166,23772.87,90+ dias,0.05,SMS
4313,124,1340.86,90+ dias,0.12,Email
7183,162,7232.58,90+ dias,0.05,Sin gestion
4650,68,7945.99,61-90 dias,0.5,Llamada
3721,102,27319.41,90+ dias,0.27,Visita
5479,15,3958.58,1-30 dias,0.85,Llamada
2369,38,16654.6,31-60 dias,0.7,SMS
1044,140,2116.78,90+ dias,0.05,Acuerdo
4106,5,16788.29,1-30 dias,0.92,Acuerdo
3224,93,28320.15,90+ dias,0.33,Acuerdo
3872,42,2341.31,31-60 dias,0.67,Sin gestion
5315,45,22614.88,31-60 dias,0.65,Acuerdo
2753,178,33904.77,90+ dias,0.05,Acuerdo
2272,86,2945.79,61-90 dias,0.38,Llamada
2085,100,1298.48,90+ dias,0.28,Llamada
4446,6,21660.22,1-30 dias,0.91,SMS
2538,97,18896.78,90+ dias,0.3,SMS
7507,74,8961.8,61-90 dias,0.46,Llamada
5361,9,1484.57,1-30 dias,0.89,Llamada
1454,156,15274.33,90+ dias,0.05,SMS
7692,146,3551.07,90+ dias,0.05,Sin gestion
4536,118,10247.93,90+ dias,0.16,Email
850,81,18018.88,61-90 dias,0.41,Email
5121,128,55145.92,90+ dias,0.1,SMS
2158,44,58348.69,31-60 dias,0.66,SMS
3046,137,43706.23,90+ dias,0.05,Email
428,105,31594.07,90+ dias,0.25,Visita
3946,176,21805.61,90+ dias,0.05,Llamada
3197,86,17622.98,61-90 dias,0.38,Email
1189,106,30291.58,90+ dias,0.24,Email
3075,131,16250.55,90+ dias,0.08,SMS
7846,12,7269.24,1-30 dias,0.87,SMS
1907,147,17422.53,90+ dias,0.05,Sin gestion
7075,166,36072.08,90+ dias,0.05,Acuerdo
63,136,668.02,90+ dias,0.05,Acuerdo
4622,48,32167.84,31-60 dias,0.63,Acuerdo
5204,71,23226.65,61-90 dias,0.48,Llamada
5335,72,10620.13,61-90 dias,0.47,Visita
342,50,17914.49,31-60 dias,0.62,Visita
4993,14,31565.78,1-30 dias,0.86,SMS
4173,119,11816.84,90+ dias,0.16,Llamada
6759,79,12524.73,61-90 dias,0.42,Llamada
7365,62,695.71,61-90 dias,0.54,Acuerdo
7459,157,1059.92,90+ dias,0.05,Email
2319,169,19297.31,90+ dias,0.05,Email
7885,158,773.99,90+ dias,0.05,Visita
4919,80,30270.38,61-90 dias,0.42,Llamada
3562,145,38111.09,90+ dias,0.05,Visita
2119,37,563.24,31-60 dias,0.7,Visita
1329,15,20986.11,1-30 dias,0.85,Email
7818,161,3729.89,90+ dias,0.05,Email
6970,159,8278.6,90+ dias,0.05,Acuerdo
6906,112,19189.63,90+ dias,0.2,Visita
6245,130,19436.17,90+ dias,0.08,Visita
4183,133,2395.31,90+ dias,0.06,Llamada
4769,37,6351.11,31-60 dias,0.7,Email
1524,150,36274.0,90+ dias,0.05,Email
1017,174,4979.61,90+ dias,0.05,Llamada
7643,99,7693.34,90+ dias,0.29,SMS
2995,103,13706.81,90+ dias,0.26,Llamada
531,116,959.16,90+ dias,0.18,Llamada
5443,16,13302.52,1-30 dias,0.84,Sin gestion
3795,103,7412.44,90+ dias,0.26,Visita
1602,51,3157.85,31-60 dias,0.61,Llamada
6059,148,14799.37,90+ dias,0.05,Sin gestion
1071,10,7386.0,1-30 dias,0.88,Email
623,125,39393.84,90+ dias,0.12,Email
5253,37,1969.48,31-60 dias,0.7,Visita
7589,151,1580.46,90+ dias,0.05,Email
288,177,18843.59,90+ dias,0.05,Visita
7812,27,4304.87,1-30 dias,0.77,Llamada
6561,169,39420.09,90+ dias,0.05,SMS
2105,123,3426.23,90+ dias,0.13,Sin gestion
7175,112,45083.3,90+ dias,0.2,Acuerdo
7909,162,16174.8,90+ dias,0.05,Sin gestion
2767,3,5073.76,1-30 dias,0.93,Llamada
2237,176,760.87,90+ dias,0.05,SMS
611,79,2009.98,61-90 dias,0.42,Acuerdo
5681,106,33352.78,90+ dias,0.24,SMS
5651,99,31891.99,90+ dias,0.29,Llamada
3144,53,23175.54,31-60 dias,0.6,SMS
3921,106,6934.52,90+ dias,0.24,Acuerdo
4923,49,7143.52,31-60 dias,0.62,SMS
7700,138,42994.68,90+ dias,0.05,Email
527,109,21515.12,90+ dias,0.22,Llamada
410,160,10341.04,90+ dias,0.05,Email
5988,46,5768.16,31-60 dias,0.64,Visita
7428,145,11388.28,90+ dias,0.05,Visita
3683,31,3235.27,31-60 dias,0.74,Sin gestion
213,147,4463.12,90+ dias,0.05,SMS
4823,98,4473.95,90+ dias,0.3,Llamada
5920,63,3500.14,61-90 dias,0.53,SMS
6423,161,13921.37,90+ dias,0.05,Email
5120,23,16216.73,1-30 dias,0.8,Llamada
5249,68,17904.25,61-90 dias,0.5,Visita
1084,112,5070.45,90+ dias,0.2,Sin gestion
2915,155,45930.4,90+ dias,0.05,SMS
6063,137,7524.31,90+ dias,0.05,Visita
989,82,51907.67,61-90 dias,0.4,Email
3890,37,6527.11,31-60 dias,0.7,SMS
2744,41,31147.27,31-60 dias,0.68,Email
1846,168,5496.78,90+ dias,0.05,Visita
2234,28,7958.72,1-30 dias,0.76,SMS
2555,3,28839.95,1-30 dias,0.93,Visita
6991,118,39920.39,90+ dias,0.16,Visita
6082,175,1897.92,90+ dias,0.05,Email
6139,128,11037.38,90+ dias,0.1,Sin gestion
2309,158,25741.87,90+ dias,0.05,Llamada
7925,180,10404.51,90+ dias,0.05,Acuerdo
1287,78,8731.21,61-90 dias,0.43,Visita
1822,93,9859.94,90+ dias,0.33,Acuerdo
6729,129,2123.39,90+ dias,0.09,Visita
2048,104,14392.97,90+ dias,0.26,Sin gestion
3028,160,57920.44,90+ dias,0.05,Acuerdo
6380,57,2750.65,31-60 dias,0.57,Acuerdo
1255,107,9278.56,90+ dias,0.24,SMS
5259,68,33557.23,61-90 dias,0.5,Visita
4719,59,14015.86,31-60 dias,0.56,Acuerdo
4811,2,20163.28,1-30 dias,0.94,Email
5939,132,26316.65,90+ dias,0.07,Llamada
6517,41,7422.31,31-60 dias,0.68,Llamada
6770,166,17251.12,90+ dias,0.05,Acuerdo
7875,134,18450.49,90+ dias,0.06,SMS
7320,69,41846.77,61-90 dias,0.49,SMS
874,150,13102.87,90+ dias,0.05,SMS
2378,159,19896.78,90+ dias,0.05,SMS
870,2,22381.62,1-30 dias,0.94,Llamada
1392,102,32653.9,90+ dias,0.27,Visita
101,58,18460.17,31-60 dias,0.56,Llamada
5045,57,11636.82,31-60 dias,0.57,Llamada
3166,151,559.81,90+ dias,0.05,Sin gestion
7365,19,8073.62,1-30 dias,0.82,Llamada
468,50,19451.75,31-60 dias,0.62,SMS
7877,6,49537.77,1-30 dias,0.91,Email
2700,16,1476.55,1-30 dias,0.84,Email
7062,31,23113.39,31-60 dias,0.74,SMS
7816,88,31706.87,61-90 dias,0.36,Llamada
7714,76,8207.4,61-90 dias,0.44,Llamada
7924,128,13018.99,90+ dias,0.1,Acuerdo
5223,8,11844.33,1-30 dias,0.9,Visita
6895,108,6269.06,90+ dias,0.23,Visita
4443,117,16963.11,90+ dias,0.17,Visita
6979,44,40492.48,31-60 dias,0.66,Acuerdo
3751,45,12379.44,31-60 dias,0.65,SMS
1390,19,2408.64,1-30 dias,0.82,Visita
7322,81,23850.25,61-90 dias,0.41,SMS
7887,16,17870.78,1-30 dias,0.84,SMS
4555,18,3618.27,1-30 dias,0.83,Email
7656,7,5808.62,1-30 dias,0.9,Visita
1916,47,2163.97,31-60 dias,0.64,Acuerdo
2890,111,45308.38,90+ dias,0.21,Sin gestion
1560,68,24458.91,61-90 dias,0.5,Sin gestion
5739,62,46804.16,61-90 dias,0.54,SMS
6465,138,5434.27,90+ dias,0.05,SMS
2801,7,2066.39,1-30 dias,0.9,Acuerdo
2728,75,3913.32,61-90 dias,0.45,Sin gestion
1405,2,4014.93,1-30 dias,0.94,Visita
4146,17,16123.34,1-30 dias,0.84,Acuerdo
3465,136,8913.93,90+ dias,0.05,Visita
5970,38,33267.55,31-60 dias,0.7,Llamada
2316,88,799.76,61-90 dias,0.36,Sin gestion
7030,2,5807.32,1-30 dias,0.94,Email
1813,19,4922.26,1-30 dias,0.82,Llamada
5080,70,29036.07,61-90 dias,0.48,Visita
6165,60,3551.83,31-60 dias,0.55,Email
519,34,26922.33,31-60 dias,0.72,Sin gestion
1444,157,3788.26,90+ dias,0.05,Visita
6510,106,5554.25,90+ dias,0.24,SMS
3584,89,6486.09,61-90 dias,0.36,Email
2158,131,15433.14,90+ dias,0.08,SMS
6435,15,9485.06,1-30 dias,0.85,Llamada
7864,24,13274.6,1-30 dias,0.79,Llamada
722,122,18171.84,90+ dias,0.14,Visita
7843,50,4700.68,31-60 dias,0.62,Acuerdo
5537,97,3168.55,90+ dias,0.3,SMS
3740,37,24950.3,31-60 dias,0.7,Llamada
6374,51,7247.83,31-60 dias,0.61,Visita
95,89,10330.71,61-90 dias,0.36,Visita
4804,28,2460.01,1-30 dias,0.76,Sin gestion
634,113,16471.42,90+ dias,0.2,SMS
7349,143,6949.7,90+ dias,0.05,Sin gestion
2321,90,8304.62,61-90 dias,0.35,Sin gestion
5572,53,9267.4,31-60 dias,0.6,SMS
4545,137,8911.56,90+ dias,0.05,Sin gestion
3245,68,19520.01,61-90 dias,0.5,SMS
2451,13,12629.37,1-30 dias,0.86,Acuerdo
4192,116,49253.3,90+ dias,0.18,Sin gestion
6204,146,696.67,90+ dias,0.05,Visita
3915,32,4746.78,31-60 dias,0.74,Llamada
3743,82,24574.26,61-90 dias,0.4,SMS
100,18,10629.13,1-30 dias,0.83,SMS
6227,24,9355.0,1-30 dias,0.79,Visita
2998,27,8370.08,1-30 dias,0.77,Visita
7447,48,635.21,31-60 dias,0.63,Sin gestion
1565,47,15210.15,31-60 dias,0.64,Sin gestion
6649,114,25196.45,90+ dias,0.19,Visita
7435,150,8906.12,90+ dias,0.05,Sin gestion
1856,60,2282.51,31-60 dias,0.55,Llamada
7901,127,17087.91,90+ dias,0.1,SMS
6869,90,11557.71,61-90 dias,0.35,Llamada
4573,12,15041.06,1-30 dias,0.87,Visita
3034,88,2151.83,61-90 dias,0.36,SMS
191,62,12387.64,61-90 dias,0.54,Email
4827,106,599.03,90+ dias,0.24,Llamada
5567,60,37982.43,31-60 dias,0.55,Email
6037,22,6273.14,1-30 dias,0.8,Visita
5881,173,26161.03,90+ dias,0.05,Acuerdo
6581,160,28436.6,90+ dias,0.05,Visita
1696,76,12674.65,61-90 dias,0.44,Sin gestion
2828,68,16838.51,61-90 dias,0.5,SMS
495,121,50643.53,90+ dias,0.14,Acuerdo
815,173,5919.77,90+ dias,0.05,Llamada
133,12,6408.15,1-30 dias,0.87,Email
5770,25,23037.56,1-30 dias,0.78,Email
2107,123,48794.54,90+ dias,0.13,Sin gestion
124,88,14493.7,61-90 dias,0.36,Email
3501,148,4358.22,90+ dias,0.05,Sin gestion
304,117,12872.81,90+ dias,0.17,Llamada
35,34,29471.92,31-60 dias,0.72,Email
195,71,5515.53,61-90 dias,0.48,Sin gestion
5513,47,6064.56,31-60 dias,0.64,Llamada
4496,58,4401.58,31-60 dias,0.56,SMS
6305,14,6413.61,1-30 dias,0.86,Llamada
3136,154,15963.81,90+ dias,0.05,Email
872,108,53534.47,90+ dias,0.23,Sin gestion
1213,156,11623.97,90+ dias,0.05,Visita
6317,119,2450.74,90+ dias,0.16,Visita
3069,88,11544.12,61-90 dias,0.36,Acuerdo
7036,29,4381.51,1-30 dias,0.76,Visita
456,80,1110.8,61-90 dias,0.42,Visita
5307,32,16250.68,31-60 dias,0.74,SMS
3571,177,7665.01,90+ dias,0.05,Email
5981,132,2550.46,90+ dias,0.07,Email
7933,91,1503.51,90+ dias,0.34,Email
5339,5,22172.25,1-30 dias,0.92,Visita
6167,47,38988.96,31-60 dias,0.64,SMS
1484,18,7855.08,1-30 dias,0.83,Llamada
2994,146,8970.04,90+ dias,0.05,Sin gestion
2234,99,530.0,90+ dias,0.29,SMS
710,48,1483.17,31-60 dias,0.63,Acuerdo
2333,26,2097.11,1-30 dias,0.78,SMS
7528,104,1519.0,90+ dias,0.26,Email
6865,140,6820.89,90+ dias,0.05,Sin gestion
4186,164,4066.58,90+ dias,0.05,Llamada
508,44,38281.26,31-60 dias,0.66,Email
5980,157,24683.1,90+ dias,0.05,SMS
4886,53,3144.89,31-60 dias,0.6,Llamada
3425,150,4432.97,90+ dias,0.05,Email
3093,38,594.2,31-60 dias,0.7,Acuerdo
1856,146,4990.72,90+ dias,0.05,SMS
194,104,996.95,90+ dias,0.26,Email
4269,103,11665.44,90+ dias,0.26,SMS
2695,172,20669.6,90+ dias,0.05,Llamada
5942,60,19763.57,31-60 dias,0.55,Email
3436,79,20671.63,61-90 dias,0.42,SMS
1728,174,4318.03,90+ dias,0.05,Visita
857,145,22125.8,90+ dias,0.05,Email
614,12,3946.98,1-30 dias,0.87,Email
2741,56,4746.34,31-60 dias,0.58,Acuerdo
7119,140,11750.16,90+ dias,0.05,Email
344,50,4995.7,31-60 dias,0.62,Sin gestion
1695,19,6235.91,1-30 dias,0.82,Email
831,18,23311.39,1-30 dias,0.83,Acuerdo
5946,157,7583.81,90+ dias,0.05,Sin gestion
1534,7,26263.25,1-30 dias,0.9,Acuerdo
983,55,43849.01,31-60 dias,0.58,Acuerdo
7796,42,12993.27,31-60 dias,0.67,Llamada
7468,162,16111.59,90+ dias,0.05,Email
4995,60,1824.03,31-60 dias,0.55,Sin gestion
7754,127,37587.43,90+ dias,0.1,Llamada
7309,166,16294.81,90+ dias,0.05,Visita
1585,82,6537.12,61-90 dias,0.4,Email
7859,83,22523.31,61-90 dias,0.4,Llamada
6399,83,17950.65,61-90 dias,0.4,SMS
1645,9,2530.7,1-30 dias,0.89,Llamada
7443,54,13387.52,31-60 dias,0.59,Llamada
678,171,36185.97,90+ dias,0.05,Llamada
4326,118,5531.9,90+ dias,0.16,Acuerdo
1660,177,13162.79,90+ dias,0.05,Acuerdo
6165,56,5652.21,31-60 dias,0.58,Acuerdo
3269,139,19851.29,90+ dias,0.05,Acuerdo
5839,12,8807.49,1-30 dias,0.87,SMS
6550,64,7961.57,61-90 dias,0.52,Acuerdo
4333,149,20288.79,90+ dias,0.05,SMS
6634,45,5074.21,31-60 dias,0.65,SMS
5878,74,1197.97,61-90 dias,0.46,Acuerdo
4063,103,20525.31,90+ dias,0.26,Visita
4712,10,46425.6,1-30 dias,0.88,Acuerdo
4450,115,4326.21,90+ dias,0.18,SMS
7941,144,35754.17,90+ dias,0.05,Sin gestion
1937,67,2650.87,61-90 dias,0.5,Email
2826,67,18112.1,61-90 dias,0.5,Email
6056,72,1117.91,61-90 dias,0.47,Email
7521,28,8435.0,1-30 dias,0.76,SMS
5976,32,1948.08,31-60 dias,0.74,Acuerdo
4677,3,1904.6,1-30 dias,0.93,Sin gestion
157,153,8835.63,90+ dias,0.05,Visita
227,154,32773.14,90+ dias,0.05,Acuerdo
5125,112,11411.83,90+ dias,0.2,Visita
5648,9,28504.74,1-30 dias,0.89,Llamada
7665,24,8980.24,1-30 dias,0.79,SMS
1886,60,3973.65,31-60 dias,0.55,Visita
6541,87,19363.77,61-90 dias,0.37,Acuerdo
2324,81,52862.89,61-90 dias,0.41,Email
3350,145,10110.6,90+ dias,0.05,Email
3226,140,20280.23,90+ dias,0.05,Email
151,46,8897.45,31-60 dias,0.64,Email
2179,28,37349.4,1-30 dias,0.76,Llamada
7866,166,17415.16,90+ dias,0.05,SMS
787,1,8728.31,1-30 dias,0.94,Llamada
4262,40,12040.04,31-60 dias,0.68,SMS
4783,41,24355.46,31-60 dias,0.68,Sin gestion
3071,79,23348.32,61-90 dias,0.42,Visita
6001,137,22741.03,90+ dias,0.05,Sin gestion
2256,47,38261.55,31-60 dias,0.64,Visita
3293,66,9663.24,61-90 dias,0.51,SMS
1894,180,7948.71,90+ dias,0.05,Llamada
3457,168,36720.47,90+ dias,0.05,Email
4814,118,42869.83,90+ dias,0.16,Llamada
7673,110,500.42,90+ dias,0.22,SMS
6841,97,2161.77,90+ dias,0.3,Email
3589,27,5394.99,1-30 dias,0.77,Sin gestion
3750,99,7488.12,90+ dias,0.29,Sin gestion
357,40,44663.05,31-60 dias,0.68,Sin gestion
1164,147,10622.67,90+ dias,0.05,Visita
4237,15,35137.54,1-30 dias,0.85,Sin gestion
4507,50,3951.1,31-60 dias,0.62,SMS
2979,94,7033.15,90+ dias,0.32,Email
5882,34,5497.69,31-60 dias,0.72,Sin gestion
3222,37,47364.42,31-60 dias,0.7,Visita
4995,72,3451.37,61-90 dias,0.47,Llamada
2286,116,23696.59,90+ dias,0.18,Email
18,172,4052.88,90+ dias,0.05,Llamada
4976,35,15543.75,31-60 dias,0.72,SMS
6877,150,12144.62,90+ dias,0.05,Llamada
715,171,1695.85,90+ dias,0.05,Email
535,25,1658.7,1-30 dias,0.78,Sin gestion
7114,73,15536.83,61-90 dias,0.46,Acuerdo
5514,123,32526.45,90+ dias,0.13,Sin gestion
6593,47,5066.62,31-60 dias,0.64,Email
704,46,23265.02,31-60 dias,0.64,Email
1077,105,14031.44,90+ dias,0.25,Sin gestion
6394,51,7315.82,31-60 dias,0.61,Visita
4020,149,1242.65,90+ dias,0.05,Acuerdo
7972,28,2319.07,1-30 dias,0.76,Email
5307,97,31774.32,90+ dias,0.3,Acuerdo
4764,142,32742.43,90+ dias,0.05,SMS
7301,146,29235.83,90+ dias,0.05,Llamada
1879,40,16333.21,31-60 dias,0.68,Sin gestion
3155,85,15636.12,61-90 dias,0.38,Sin gestion
2859,54,8907.08,31-60 dias,0.59,Llamada
4311,71,1469.35,61-90 dias,0.48,Sin gestion
4583,38,5246.36,31-60 dias,0.7,Visita
6765,111,13944.56,90+ dias,0.21,Acuerdo
7939,176,38505.25,90+ dias,0.05,Acuerdo
2374,105,21224.86,90+ dias,0.25,Llamada
6589,143,6692.75,90+ dias,0.05,Sin gestion
1478,55,8219.7,31-60 dias,0.58,Email
5350,67,3684.12,61-90 dias,0.5,Sin gestion
1996,74,24878.13,61-90 dias,0.46,SMS
3039,154,4839.61,90+ dias,0.05,SMS
4720,97,5135.55,90+ dias,0.3,Email
4401,92,39850.74,90+ dias,0.34,Llamada
326,40,12442.62,31-60 dias,0.68,Email
3988,144,3719.63,90+ dias,0.05,SMS
7029,41,6687.01,31-60 dias,0.68,SMS
228,151,555.52,90+ dias,0.05,SMS
42,75,1201.0,61-90 dias,0.45,Llamada
6010,169,4300.86,90+ dias,0.05,Visita
6562,124,30919.68,90+ dias,0.12,Email
3568,5,863.17,1-30 dias,0.92,Email
2962,142,33502.32,90+ dias,0.05,Acuerdo
2651,127,1793.55,90+ dias,0.1,Visita
5733,61,5038.01,61-90 dias,0.54,SMS
5952,117,1036.98,90+ dias,0.17,Llamada
621,138,30013.7,90+ dias,0.05,Sin gestion
6513,161,20938.65,90+ dias,0.05,Llamada
3576,161,38605.82,90+ dias,0.05,Email
1507,35,12188.41,31-60 dias,0.72,Sin gestion
7185,170,16135.86,90+ dias,0.05,Email
6583,102,19248.43,90+ dias,0.27,SMS
6178,82,13556.9,61-90 dias,0.4,Sin gestion
6000,57,51056.57,31-60 dias,0.57,Visita
515,168,5390.57,90+ dias,0.05,Llamada
5898,65,5056.43,61-90 dias,0.52,Visita
4728,117,5670.43,90+ dias,0.17,SMS
7515,138,2437.79,90+ dias,0.05,Visita
755,74,15221.21,61-90 dias,0.46,Llamada
2869,107,1012.45,90+ dias,0.24,SMS
6668,157,40343.76,90+ dias,0.05,Llamada
5031,104,3603.01,90+ dias,0.26,Acuerdo
1266,142,8440.71,90+ dias,0.05,Llamada
2839,32,18483.85,31-60 dias,0.74,Llamada
7093,7,9901.37,1-30 dias,0.9,Sin gestion
7432,97,2503.98,90+ dias,0.3,Llamada
6764,74,1658.03,61-90 dias,0.46,Llamada
6095,122,51569.88,90+ dias,0.14,Visita
6875,33,10541.84,31-60 dias,0.73,Visita
3545,4,11351.14,1-30 dias,0.92,Sin gestion
833,160,4429.04,90+ dias,0.05,Acuerdo
3782,68,2102.15,61-90 dias,0.5,Email
3522,117,592.63,90+ dias,0.17,Visita
1419,101,17374.26,90+ dias,0.28,Visita
3848,26,12048.86,1-30 dias,0.78,Acuerdo
394,52,18836.42,31-60 dias,0.6,SMS
6116,7,18032.11,1-30 dias,0.9,Email
2101,45,41091.81,31-60 dias,0.65,Visita
3190,29,51336.84,1-30 dias,0.76,Email
3510,10,5827.73,1-30 dias,0.88,Visita
3742,93,12297.32,90+ dias,0.33,Email
7200,16,8504.81,1-30 dias,0.84,Acuerdo
5891,55,11979.18,31-60 dias,0.58,SMS
4207,19,753.3,1-30 dias,0.82,Email
6544,80,40620.6,61-90 dias,0.42,Llamada
4314,133,13726.58,90+ dias,0.06,Acuerdo
